學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,一年級總計,二年級男生,二年級女生,二年級總計,三年級男生,三年級女生,三年級總計,四年級男生,四年級女生,四年級總計,五年級男生,五年級女生,五年級總計,六年級男生,六年級女生,六年級總計,七年級男生,七年級女生,七年級總計,延修生男生,延修生女生,延修生總計,縣市名稱,體系別
29,國立臺灣藝術大學,2131003,美術學系,N 修,C 二技,79,14,65, -, -,0, -, -,0,4,30,34,6,21,27, -, -,0, -, -,0, -, -,0,4,14,18,01 新北市,2 技職
29,國立臺灣藝術大學,2131003,美術學系,P 進,B 學士,130,52,78,10,21,31,14,18,32,10,15,25,10,15,25, -, -,0, -, -,0, -, -,0,8,9,17,01 新北市,1 一般
29,國立臺灣藝術大學,2131005,書畫藝術學系,D 日,D 博士,25,17,8,4,2,6,5, -,5,4,2,6, -,2,2,2,1,3,1, -,1,1,1,2, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2131005,書畫藝術學系,D 日,M 碩士,55,24,31,7,11,18,5,9,14,7,8,15,5,3,8, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2131005,書畫藝術學系造形藝術碩士班,D 日,M 碩士,3,1,2, -, -,0, -, -,0, -, -,0,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2131005,書畫藝術學系,D 日,B 學士,150,35,115,9,28,37,9,23,32,10,21,31,5,26,31, -, -,0, -, -,0, -, -,0,2,17,19,01 新北市,1 一般
29,國立臺灣藝術大學,2131005,書畫藝術學系,N 職,M 碩士,35,7,28,4,8,12,1,10,11,2,7,9, -,3,3, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2131005,書畫藝術學系造形藝術碩士在職專班,N 職,M 碩士,3,1,2, -, -,0, -, -,0, -, -,0, -, -,0,1,1,2, -,1,1, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2131005,書畫藝術學系,N 修,C 二技,62,11,51, -, -,0, -, -,0,3,27,30,6,24,30, -, -,0, -, -,0, -, -,0,2, -,2,01 新北市,2 技職
29,國立臺灣藝術大學,2131005,書畫藝術學系,P 進,B 學士,131,39,92,9,22,31,7,23,30,11,18,29,9,24,33, -, -,0, -, -,0, -, -,0,3,5,8,01 新北市,1 一般
29,國立臺灣藝術大學,2131016,美術學院造形藝術碩士班,D 日,M 碩士,3,1,2, -, -,0, -, -,0, -,1,1,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2131016,美術學院造形藝術碩士在職專班,N 職,M 碩士,12,5,7, -, -,0,2,3,5,1,4,5,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2132006,雕塑學系,D 日,M 碩士,27,20,7,6,1,7,4,3,7,6,2,8,4,1,5, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2132006,雕塑學系,D 日,B 學士,169,72,97,13,25,38,19,20,39,17,22,39,16,17,33, -, -,0, -, -,0, -, -,0,7,13,20,01 新北市,1 一般
29,國立臺灣藝術大學,2141007,工藝設計學系,D 日,M 碩士,37,7,30,3,7,10,2,5,7,2,9,11, -,9,9, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2141007,工藝設計學系,D 日,B 學士,135,31,104,2,24,26,8,23,31,8,23,31,9,24,33, -, -,0, -, -,0, -, -,0,4,10,14,01 新北市,1 一般
29,國立臺灣藝術大學,2141007,工藝設計學系,N 職,M 碩士,27,11,16,3,2,5, -,6,6,3,2,5,2,4,6,3,1,4, -,1,1, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2141007,工藝設計學系,N 修,C 二技,58,13,45, -, -,0, -, -,0,3,18,21,6,13,19, -, -,0, -, -,0, -, -,0,4,14,18,01 新北市,2 技職
29,國立臺灣藝術大學,2141007,工藝設計學系,P 進,B 學士,149,37,112,9,26,35,12,25,37,7,26,33,7,24,31, -, -,0, -, -,0, -, -,0,2,11,13,01 新北市,1 一般
29,國立臺灣藝術大學,2151010,音樂學系,D 日,M 碩士,42,20,22,3,11,14,9,4,13,5,6,11,3,1,4, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2151010,音樂學系,D 日,B 學士,257,101,156,26,39,65,21,37,58,21,39,60,27,33,60, -, -,0, -, -,0, -, -,0,6,8,14,01 新北市,1 一般
29,國立臺灣藝術大學,2151010,音樂學系,N 職,M 碩士,36,16,20,7,6,13,5,5,10,3,5,8,1,4,5, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2151010,音樂學系,P 進,B 學士,128,51,77,10,16,26,12,19,31,12,20,32,13,13,26, -, -,0, -, -,0, -, -,0,4,9,13,01 新北市,1 一般
29,國立臺灣藝術大學,2151011,中國音樂學系,D 日,M 碩士,41,13,28,3,9,12,5,8,13,3,9,12,2,2,4, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2151011,中國音樂學系,D 日,B 學士,139,40,99,11,21,32,9,24,33,10,26,36,7,25,32, -, -,0, -, -,0, -, -,0,3,3,6,01 新北市,1 一般
29,國立臺灣藝術大學,2151011,中國音樂學系,N 職,M 碩士,27,13,14,2,5,7,4,4,8,2,2,4,1,3,4,3, -,3,1, -,1, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2151011,中國音樂學系,P 進,B 學士,125,36,89,10,15,25,5,23,28,8,20,28,6,24,30, -, -,0, -, -,0, -, -,0,7,7,14,01 新北市,1 一般
29,國立臺灣藝術大學,2152012,戲劇學系表演藝術碩士班,D 日,M 碩士,5,2,3, -, -,0, -, -,0, -,1,1,2,2,4, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152012,戲劇學系,D 日,M 碩士,35,21,14,6,6,12,5,4,9,7,3,10,3,1,4, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152012,戲劇學系,D 日,B 學士,198,87,111,22,26,48,18,23,41,15,21,36,17,28,45, -, -,0, -, -,0, -, -,0,15,13,28,01 新北市,1 一般
29,國立臺灣藝術大學,2152012,戲劇學系,N 職,M 碩士,20,9,11,3,2,5,2,3,5,3,2,5,1,3,4, -,1,1, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152012,戲劇學系表演藝術碩士在職專班,N 職,M 碩士,7,5,2, -, -,0, -, -,0, -, -,0, -,1,1,1,1,2,4, -,4, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152012,戲劇學系,N 修,C 二技,22,10,12, -, -,0, -, -,0,5,6,11,5,1,6, -, -,0, -, -,0, -, -,0, -,5,5,01 新北市,2 技職
29,國立臺灣藝術大學,2152012,戲劇學系,P 進,B 學士,184,91,93,22,23,45,23,21,44,16,17,33,20,24,44, -, -,0, -, -,0, -, -,0,10,8,18,01 新北市,1 一般
29,國立臺灣藝術大學,2152014,舞蹈學系,D 日,M 碩士,28,5,23,1,11,12,2,4,6,1,4,5,1,4,5, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152014,舞蹈學系,D 日,B 學士,146,15,131,1,37,38,2,32,34,3,27,30,9,29,38, -, -,0, -, -,0, -, -,0, -,6,6,01 新北市,1 一般
29,國立臺灣藝術大學,2152014,舞蹈學系,N 職,M 碩士,11,2,9, -,3,3,1,3,4, -,3,3, -, -,0, -, -,0,1, -,1, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152014,舞蹈學系,P 進,B 學士,139,6,133,1,30,31,1,28,29,1,21,22,3,27,30, -, -,0, -, -,0, -, -,0, -,27,27,01 新北市,1 一般
29,國立臺灣藝術大學,2152019,教師在職進修表演藝術教學碩士學位班,N 職,M 碩士,1,1, -, -, -,0, -, -,0, -, -,0,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152034,表演藝術學院表演藝術跨領域碩士班,D 日,M 碩士,11,1,10, -, -,0, -, -,0,1,9,10, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152034,表演藝術學院表演藝術跨領域碩士在職專班,N 職,M 碩士,14,3,11, -, -,0,1, -,1,2,6,8, -,5,5, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152035,跨域表演藝術研究所,D 日,D 博士,8,4,4,3,2,5,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152035,跨域表演藝術研究所,D 日,M 碩士,20,6,14,4,7,11,2,7,9, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2152035,跨域表演藝術研究所,N 職,M 碩士,16,5,11,4,5,9,1,6,7, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2191001,藝術與人文教學研究所,D 日,M 碩士,39,6,33,2,7,9,2,14,16,1,8,9,1,4,5, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2191017,古蹟藝術修護學系,D 日,M 碩士,20,9,11,2,3,5,1,4,5,2,1,3,4,3,7, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2191017,古蹟藝術修護學系,D 日,B 學士,133,29,104,7,26,33,9,25,34,10,22,32,2,27,29, -, -,0, -, -,0, -, -,0,1,4,5,01 新北市,1 一般
29,國立臺灣藝術大學,2191018,表演藝術學院表演藝術博士班,D 日,D 博士,21,7,14,1, -,1,1, -,1,1,4,5,2,5,7, -, -,0,1,4,5,1,1,2, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2192026,藝術管理與文化政策研究所,D 日,D 博士,30,7,23,2,2,4,1,4,5, -,4,4, -,3,3,2,6,8,2,1,3, -,3,3, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2192026,藝術管理與文化政策研究所,D 日,M 碩士,43,3,40, -,12,12, -,10,10,1,10,11,2,8,10, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2199030,圖文傳播藝術學系,D 日,M 碩士,32,10,22,4,6,10,4,9,13,2,3,5, -,4,4, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2199030,圖文傳播藝術學系,D 日,B 學士,168,43,125,12,31,43,11,25,36,11,27,38,9,34,43, -, -,0, -, -,0, -, -,0, -,8,8,01 新北市,1 一般
29,國立臺灣藝術大學,2199030,圖文傳播藝術學系,N 職,M 碩士,17,8,9,1,4,5,3,2,5,1,3,4,2, -,2,1, -,1, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,2199030,圖文傳播藝術學系,P 進,B 學士,162,41,121,10,29,39,5,34,39,13,22,35,9,28,37, -, -,0, -, -,0, -, -,0,4,8,12,01 新北市,1 一般
29,國立臺灣藝術大學,2199036,亞太建築空間與文物保存學士學位學程,D 日,B 學士,25,4,21,4,21,25, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,3213029,廣播電視學系,D 日,M 碩士,47,11,36,1,11,12,3,12,15,3,6,9,4,7,11, -, -,0, -, -,0, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,3213029,廣播電視學系,D 日,B 學士,182,36,146,5,41,46,10,30,40,9,36,45,7,30,37, -, -,0, -, -,0, -, -,0,5,9,14,01 新北市,1 一般
29,國立臺灣藝術大學,3213029,廣播電視學系,N 職,M 碩士,36,22,14,6,4,10,6,3,9,6,3,9,3,3,6,1, -,1, -,1,1, -, -,0, -, -,0,01 新北市,1 一般
29,國立臺灣藝術大學,3213029,廣播電視學系,N 修,C 二技,74,32,42, -, -,0, -, -,0,16,13,29,13,24,37, -, -,0, -, -,0, -, -,0,3,5,8,01 新北市,2 技職
29,國立臺灣藝術大學,3213029,廣播電視學系,P 進,B 學士,151,33,118,12,24,36,9,28,37,7,28,35,2,32,34, -, -,0, -, -,0, -, -,0,3,6,9,01 新北市,1 一般
30,國立臺東大學,1111001,教育學系教育研究博士班,D 日,D 博士,17,13,4,2,1,3,2,1,3,3,1,4,2, -,2,3, -,3,1, -,1, -,1,1, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1111001,教育學系教育研究碩士班,D 日,M 碩士,24,10,14,2,4,6,3,2,5,2,2,4,2,4,6,1,2,3, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1111001,教育學系課程與教學碩士班,D 日,M 碩士,27,8,19,2,2,4,2,8,10,2,5,7,2,2,4, -,1,1, -,1,1, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1111001,教育學系,D 日,B 學士,176,58,118,14,25,39,13,31,44,15,27,42,14,33,47, -, -,0, -, -,0, -, -,0,2,2,4,14 臺東縣,1 一般
30,國立臺東大學,1111001,教育學系課程與教學碩士在職專班,N 職,M 碩士,74,14,60,4,18,22,7,18,25,3,14,17, -,8,8, -, -,0, -,2,2, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1111001,教育學系諮商心理碩士在職專班,N 職,M 碩士,2,2, -, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,2, -,2, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1111001,教育學系教育行政碩士在職專班(夜間班),N 職,M 碩士,59,27,32,8,5,13,8,15,23,7,4,11,2,3,5,1,3,4, -,1,1,1,1,2, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1111001,教育學系學校行政碩士在職專班(暑期班),N 職,M 碩士,3,2,1, -, -,0, -, -,0, -, -,0,1, -,1, -, -,0, -, -,0,1,1,2, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1113008,特殊教育學系,D 日,M 碩士,23,4,19,1,4,5,1,7,8, -,5,5,1,2,3,1,1,2, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1113008,特殊教育學系,D 日,B 學士,163,32,131,7,26,33,9,35,44,8,37,45,7,30,37, -, -,0, -, -,0, -, -,0,1,3,4,14 臺東縣,1 一般
30,國立臺東大學,1113008,特殊教育學系,N 職,M 碩士,66,7,59,3,25,28,2,26,28,2,3,5, -,2,2, -,2,2, -,1,1, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1121007,幼兒教育學系,D 日,M 碩士,18,1,17, -,5,5,1,3,4, -,6,6, -,2,2, -,1,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1121007,幼兒教育學系原住民專班,D 日,B 學士,108,9,99,3,22,25,2,26,28,3,26,29,1,25,26, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1121007,幼兒教育學系,D 日,B 學士,181,33,148,2,37,39,13,35,48,11,32,43,5,40,45, -, -,0, -, -,0, -, -,0,2,4,6,14 臺東縣,1 一般
30,國立臺東大學,1121007,幼兒教育學系碩士在職專班(暑期班),N 職,M 碩士,89,2,87, -,21,21, -,23,23,2,14,16, -,16,16, -,7,7, -,5,5, -,1,1, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1121007,幼兒教育學系幼兒教育學士後學位學程教保員專班,P 進,B 學士,40,1,39,1,15,16, -,23,23, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1,14 臺東縣,1 一般
30,國立臺東大學,1131004,國語文補救教學碩士在職專班,N 職,M 碩士,40,2,38,2,22,24, -, -,0, -,9,9, -, -,0, -, -,0, -,4,4, -,3,3, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1141006,體育學系,D 日,M 碩士,37,15,22,4,8,12,5,7,12,2,5,7,3,2,5,1, -,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,1141006,體育學系,D 日,B 學士,192,112,80,28,22,50,27,20,47,28,18,46,24,16,40, -, -,0, -, -,0, -, -,0,5,4,9,14 臺東縣,1 一般
30,國立臺東大學,2112005,數位媒體與文教產業學系,D 日,M 碩士,10,6,4,4,2,6,2,2,4, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2112005,數位媒體與文教產業學系,D 日,B 學士,154,52,102,10,26,36,13,23,36,13,25,38,11,20,31, -, -,0, -, -,0, -, -,0,5,8,13,14 臺東縣,1 一般
30,國立臺東大學,2131009,美術產業學系,D 日,M 碩士,7,1,6, -,2,2,1,4,5, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2131009,美術產業學系,D 日,B 學士,164,48,116,9,25,34,12,27,39,9,33,42,12,28,40, -, -,0, -, -,0, -, -,0,6,3,9,14 臺東縣,1 一般
30,國立臺東大學,2131009,美術產業學系,N 職,M 碩士,11,1,10, -,8,8, -, -,0, -,2,2, -, -,0, -, -,0,1, -,1, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2151011,音樂學系,D 日,M 碩士,21,6,15,2,4,6,2,7,9,2,4,6, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2151011,音樂學系,D 日,B 學士,99,44,55,10,13,23,11,11,22,10,9,19,9,15,24, -, -,0, -, -,0, -, -,0,4,7,11,14 臺東縣,1 一般
30,國立臺東大學,2222043,人文學院南島文化研究博士班,D 日,D 博士,3,1,2,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2311015,英美語文學系,D 日,M 碩士,12,1,11,1,4,5, -,4,4, -,3,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2311015,英美語文學系,D 日,B 學士,154,61,93,7,18,25,11,28,39,20,16,36,15,27,42, -, -,0, -, -,0, -, -,0,8,4,12,14 臺東縣,1 一般
30,國立臺東大學,2323013,華語文學系,D 日,M 碩士,22,9,13,3,2,5,2,5,7,2,2,4,2,3,5, -,1,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2323013,華語文學系,D 日,B 學士,159,46,113,6,21,27,7,38,45,13,27,40,15,23,38, -, -,0, -, -,0, -, -,0,5,4,9,14 臺東縣,1 一般
30,國立臺東大學,2399016,兒童文學研究所,D 日,D 博士,27,6,21, -,4,4,1,3,4,2,3,5, -,1,1, -,5,5, -,2,2,3,3,6, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2399016,兒童文學研究所,D 日,M 碩士,46,8,38,3,11,14,4,14,18, -,8,8,1,4,5, -,1,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,2399016,兒童文學研究所,N 職,M 碩士,69,9,60,1,23,24,5,21,26,2,5,7, -,4,4, -,2,2, -,2,2,1,3,4, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,3199017,公共與文化事務學系南島文化研究碩士班,D 日,M 碩士,24,8,16,2,3,5,2,6,8,2,1,3,1,4,5,1,2,3, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,3199017,公共與文化事務學系區域發展與社會創新碩士班,D 日,M 碩士,10,4,6, -,2,2,2,2,4,1, -,1,1,1,2, -,1,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,3199017,公共與文化事務學系,D 日,B 學士,187,90,97,19,31,50,21,18,39,18,27,45,26,20,46, -, -,0, -, -,0, -, -,0,6,1,7,14 臺東縣,1 一般
30,國立臺東大學,3199017,公共與文化事務學系,N 職,M 碩士,62,31,31,8,10,18,11,11,22,6,7,13,4,3,7,1, -,1,1, -,1, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,4131028,資訊管理學系產業管理與數位行銷進修學士班,P 進,B 學士,95,62,33,13,7,20,21,8,29,8,10,18,16,8,24, -, -,0, -, -,0, -, -,0,4, -,4,14 臺東縣,1 一般
30,國立臺東大學,4131038,綠色產業高階管理碩士在職專班,N 職,M 碩士,7,6,1, -, -,0,2,1,3,2, -,2,1, -,1,1, -,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,4199039,大數據管理應用學士二年制在職學位學程,N 修,C 二技,24,15,9, -, -,0, -, -,0,7,6,13,8,3,11, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,2 技職
30,國立臺東大學,5111020,生命科學系,D 日,M 碩士,19,13,6,4,2,6,3,2,5,5, -,5,1,1,2, -,1,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,5111020,生命科學系,D 日,B 學士,165,107,58,28,9,37,28,19,47,18,17,35,27,10,37, -, -,0, -, -,0, -, -,0,6,3,9,14 臺東縣,1 一般
30,國立臺東大學,5399021,應用科學系,D 日,M 碩士,15,14,1,7, -,7,6,1,7, -, -,0, -, -,0, -, -,0,1, -,1, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,5399021,應用科學系,D 日,B 學士,317,235,82,62,19,81,62,20,82,51,20,71,48,22,70, -, -,0, -, -,0, -, -,0,12,1,13,14 臺東縣,1 一般
30,國立臺東大學,5411024,應用數學系,D 日,B 學士,165,119,46,26,14,40,31,13,44,26,10,36,27,8,35, -, -,0, -, -,0, -, -,0,9,1,10,14 臺東縣,1 一般
30,國立臺東大學,6131028,資訊管理學系,D 日,M 碩士,23,19,4,6,2,8,7,1,8,3,1,4,3, -,3, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,6131028,資訊管理學系,D 日,B 學士,194,103,91,26,22,48,29,21,50,21,24,45,24,23,47, -, -,0, -, -,0, -, -,0,3,1,4,14 臺東縣,1 一般
30,國立臺東大學,6131028,資訊管理學系環境經濟資訊管理碩士在職專班(暑期班),N 職,M 碩士,32,21,11, -, -,0,14,7,21,2, -,2,4,1,5, -,1,1,1,2,3, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,6131029,資訊工程學系,D 日,M 碩士,14,10,4,1, -,1,5,3,8,4,1,5, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,6131029,資訊工程學系,D 日,B 學士,381,285,96,71,23,94,75,32,107,76,20,96,54,20,74, -, -,0, -, -,0, -, -,0,9,1,10,14 臺東縣,1 一般
30,國立臺東大學,6199023,綠色與資訊科技學士學位學程,D 日,B 學士,122,97,25,28,4,32,24,7,31,21,10,31,23,3,26, -, -,0, -, -,0, -, -,0,1,1,2,14 臺東縣,1 一般
30,國立臺東大學,7211042,食品生物技術應用二年制在職學位學程,N 修,C 二技,37,18,19, -, -,0, -, -,0,7,11,18,11,8,19, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,2 技職
30,國立臺東大學,9121041,生物醫學碩士學位學程,D 日,M 碩士,11,6,5,3,1,4,2,4,6, -, -,0,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,9191040,高齡健康與照護管理原住民專班,D 日,B 學士,102,22,80,7,19,26,5,16,21,6,24,30,4,18,22, -, -,0, -, -,0, -, -,0, -,3,3,14 臺東縣,1 一般
30,國立臺東大學,9231017,公共與文化事務學系社會工作二年制在職專班,N 修,C 二技,60,12,48, -, -,0, -, -,0,8,26,34,4,22,26, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,2 技職
30,國立臺東大學,10141034,運動競技學士學位學程,D 日,B 學士,129,104,25,28,6,34,23,7,30,19,8,27,24,3,27, -, -,0, -, -,0, -, -,0,10,1,11,14 臺東縣,1 一般
30,國立臺東大學,10151031,文化資源與休閒產業學系,D 日,M 碩士,26,11,15,2,8,10,2,3,5,1,3,4,5,1,6,1, -,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,10151031,文化資源與休閒產業學系,D 日,B 學士,179,77,102,20,24,44,17,25,42,21,25,46,18,24,42, -, -,0, -, -,0, -, -,0,1,4,5,14 臺東縣,1 一般
30,國立臺東大學,10151031,文化資源與休閒產業學系,N 職,M 碩士,54,14,40,3,18,21,4,14,18,4,3,7,2,1,3,1,2,3, -,1,1, -,1,1, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,10151031,文化資源與休閒產業學系產業經營進修學士班,P 進,B 學士,112,44,68,7,9,16,16,19,35,10,22,32,10,17,27, -, -,0, -, -,0, -, -,0,1,1,2,14 臺東縣,1 一般
30,國立臺東大學,10151032,師範學院休閒事業管理碩士在職專班,N 職,M 碩士,58,26,32,9,20,29,11,11,22,4,1,5,1, -,1,1, -,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,10152035,身心整合與運動休閒產業學系,D 日,B 學士,160,89,71,22,15,37,14,18,32,24,16,40,20,16,36, -, -,0, -, -,0, -, -,0,9,6,15,14 臺東縣,1 一般
30,國立臺東大學,10152035,身心整合與運動休閒產業學系健康促進與休閒管理碩士在職專班,N 職,M 碩士,1,1, -, -, -,0, -, -,0, -, -,0, -, -,0,1, -,1, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
30,國立臺東大學,99999044,全校不分系學士學位學程,D 日,B 學士,17,14,3,14,3,17, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,14 臺東縣,1 一般
31,國立宜蘭大學,2311001,外國語文學系,D 日,B 學士,196,64,132,11,31,42,19,27,46,13,32,45,16,38,54, -, -,0, -, -,0, -, -,0,5,4,9,02 宜蘭縣,1 一般
31,國立宜蘭大學,3111007,應用經濟與管理學系應用經濟學碩士班,D 日,M 碩士,19,12,7,4,3,7,6,4,10,1, -,1, -, -,0, -, -,0,1, -,1, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,3111007,應用經濟與管理學系經營管理碩士班,D 日,M 碩士,35,20,15,9,7,16,7,4,11,2,2,4,2,1,3, -, -,0, -,1,1, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,3111007,應用經濟與管理學系,D 日,B 學士,374,188,186,46,50,96,53,42,95,41,41,82,40,50,90, -, -,0, -, -,0, -, -,0,8,3,11,02 宜蘭縣,1 一般
31,國立宜蘭大學,4191001,外國語文學系國際商務溝通碩士班,D 日,M 碩士,18,6,12,2,5,7,3,5,8,1, -,1, -,1,1, -,1,1, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,4199006,人文及管理學院高階經營管理碩士在職專班,N 職,M 碩士,50,33,17,14,9,23,15,7,22,2,1,3,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,6121010,多媒體網路通訊數位學習碩士在職專班,N 職,M 碩士,85,57,28,17,10,27,15,11,26,6,3,9,9, -,9,6,3,9,4,1,5, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,6131042,人工智慧碩士學位學程,D 日,M 碩士,8,8, -,8, -,8, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
