學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,一年級總計,二年級男生,二年級女生,二年級總計,三年級男生,三年級女生,三年級總計,四年級男生,四年級女生,四年級總計,五年級男生,五年級女生,五年級總計,六年級男生,六年級女生,六年級總計,七年級男生,七年級女生,七年級總計,延修生男生,延修生女生,延修生總計,縣市名稱,體系別
31,國立宜蘭大學,7111023,化學工程與材料工程學系,D 日,M 碩士,42,32,10,14,7,21,18,2,20, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7111023,化學工程與材料工程學系,D 日,B 學士,377,248,129,55,37,92,70,32,102,54,32,86,59,27,86, -, -,0, -, -,0, -, -,0,10,1,11,02 宜蘭縣,1 一般
31,國立宜蘭大學,7121024,環境工程學系,D 日,M 碩士,22,12,10,6,9,15,5,1,6,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7121024,環境工程學系,D 日,B 學士,192,123,69,27,17,44,31,21,52,26,20,46,36,11,47, -, -,0, -, -,0, -, -,0,3, -,3,02 宜蘭縣,1 一般
31,國立宜蘭大學,7121024,環境工程學系,P 進,B 學士,98,70,28,15,6,21,18,4,22,14,8,22,14,8,22, -, -,0, -, -,0, -, -,0,9,2,11,02 宜蘭縣,1 一般
31,國立宜蘭大學,7141011,電機工程學系,D 日,M 碩士,38,34,4,15,2,17,13,2,15,4, -,4,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7141011,電機工程學系,D 日,B 學士,367,319,48,89,9,98,88,12,100,66,14,80,67,10,77, -, -,0, -, -,0, -, -,0,9,3,12,02 宜蘭縣,1 一般
31,國立宜蘭大學,7141011,電機工程學系,P 進,B 學士,94,85,9,23,2,25,22,2,24,19,3,22,12,2,14, -, -,0, -, -,0, -, -,0,9, -,9,02 宜蘭縣,1 一般
31,國立宜蘭大學,7141012,電子工程學系,D 日,M 碩士,28,24,4,8,1,9,9,2,11,7,1,8, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7141012,電子工程學系,D 日,B 學士,370,308,62,82,16,98,74,24,98,76,10,86,67,12,79, -, -,0, -, -,0, -, -,0,9, -,9,02 宜蘭縣,1 一般
31,國立宜蘭大學,7141013,資訊工程學系,D 日,M 碩士,35,30,5,12,4,16,13,1,14,3, -,3,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7141013,資訊工程學系,D 日,B 學士,202,160,42,40,8,48,44,12,56,39,9,48,35,13,48, -, -,0, -, -,0, -, -,0,2, -,2,02 宜蘭縣,1 一般
31,國立宜蘭大學,7141014,電機資訊學院碩士在職專班,N 職,M 碩士,28,26,2,11,1,12,9, -,9,3, -,3,2,1,3,1, -,1, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7151017,機械與機電工程學系,D 日,M 碩士,27,24,3,12,1,13,7, -,7,4, -,4,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7151017,機械與機電工程學系,D 日,B 學士,372,332,40,84,9,93,87,10,97,78,11,89,71,8,79, -, -,0, -, -,0, -, -,0,12,2,14,02 宜蘭縣,1 一般
31,國立宜蘭大學,7151019,生物機電工程學系,D 日,M 碩士,12,11,1,3,1,4,4, -,4,3, -,3,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7151019,生物機電工程學系,D 日,B 學士,207,169,38,46,11,57,49,11,60,35,5,40,32,9,41, -, -,0, -, -,0, -, -,0,7,2,9,02 宜蘭縣,1 一般
31,國立宜蘭大學,7194025,綠色科技學程碩士在職專班,N 職,M 碩士,25,22,3,8,2,10,8,1,9,2, -,2,2, -,2, -, -,0,1, -,1,1, -,1, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7211033,食品科學系,D 日,M 碩士,41,12,29,6,10,16,5,12,17,1,5,6, -,2,2, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7211033,食品科學系,D 日,B 學士,360,131,229,33,59,92,33,63,96,33,48,81,29,56,85, -, -,0, -, -,0, -, -,0,3,3,6,02 宜蘭縣,1 一般
31,國立宜蘭大學,7311027,建築與永續規劃研究所,D 日,M 碩士,58,33,25,8,7,15,7,7,14,10,4,14,5,5,10,3,1,4, -,1,1, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7321021,土木工程學系,D 日,M 碩士,38,30,8,13,3,16,10,5,15,5, -,5,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,7321021,土木工程學系,D 日,B 學士,357,273,84,76,14,90,73,25,98,55,18,73,60,24,84, -, -,0, -, -,0, -, -,0,9,3,12,02 宜蘭縣,1 一般
31,國立宜蘭大學,7321021,土木工程學系原住民專班,D 日,B 學士,59,48,11,15,4,19,19, -,19,8,4,12,4,2,6, -, -,0, -, -,0, -, -,0,2,1,3,02 宜蘭縣,1 一般
31,國立宜蘭大學,8111041,無人機應用暨智慧農業碩士學位學程,D 日,M 碩士,13,11,2,5,2,7,6, -,6, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,8112030,生物技術與動物科學系,D 日,D 博士,15,10,5,2,1,3,4,1,5, -, -,0,3,1,4,1,1,2, -, -,0, -,1,1, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,8112030,生物技術與動物科學系生物技術碩士班,D 日,M 碩士,8,4,4,2,1,3,2,2,4, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,8112030,生物技術與動物科學系動物科學碩士班,D 日,M 碩士,17,9,8,2,3,5,5,1,6,1,4,5,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,8112030,生物技術與動物科學系,D 日,B 學士,385,152,233,40,60,100,38,56,94,37,52,89,29,63,92, -, -,0, -, -,0, -, -,0,8,2,10,02 宜蘭縣,1 一般
31,國立宜蘭大學,8121031,園藝學系,D 日,M 碩士,26,13,13,5,6,11,3,3,6,5,3,8, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,8121031,園藝學系,D 日,B 學士,214,88,126,16,24,40,29,32,61,20,40,60,22,27,49, -, -,0, -, -,0, -, -,0,1,3,4,02 宜蘭縣,1 一般
31,國立宜蘭大學,8193040,智慧休閒農業進修學士學位學程,P 進,B 學士,98,56,42,17,8,25,11,14,25,11,11,22,15,9,24, -, -,0, -, -,0, -, -,0,2, -,2,02 宜蘭縣,1 一般
31,國立宜蘭大學,8199037,生物資源學院原住民專班,D 日,B 學士,66,36,30,10,9,19,8,9,17,12,4,16,5,7,12, -, -,0, -, -,0, -, -,0,1,1,2,02 宜蘭縣,1 一般
31,國立宜蘭大學,8199037,生物資源學院碩士在職專班,N 職,M 碩士,26,15,11,5,5,10,6,4,10,3,2,5,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,8211036,森林暨自然資源學系,D 日,M 碩士,21,13,8,5,3,8,3,3,6,3,1,4,2, -,2, -,1,1, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,8211036,森林暨自然資源學系,D 日,B 學士,196,113,83,28,18,46,29,27,56,22,25,47,30,13,43, -, -,0, -, -,0, -, -,0,4, -,4,02 宜蘭縣,1 一般
31,國立宜蘭大學,10152038,休閒產業與健康促進學系運動與健康管理碩士班,D 日,M 碩士,15,7,8,3,3,6,2,4,6,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,02 宜蘭縣,1 一般
31,國立宜蘭大學,10152038,休閒產業與健康促進學系,D 日,B 學士,194,83,111,18,28,46,23,27,50,19,24,43,17,30,47, -, -,0, -, -,0, -, -,0,6,2,8,02 宜蘭縣,1 一般
31,國立宜蘭大學,10152038,休閒產業與健康促進學系,P 進,B 學士,113,53,60,13,11,24,14,8,22,9,17,26,13,21,34, -, -,0, -, -,0, -, -,0,4,3,7,02 宜蘭縣,1 一般
32,國立聯合大學,2122005,文化創意與數位行銷學系,D 日,B 學士,190,58,132,15,31,46,17,32,49,11,36,47,13,32,45, -, -,0, -, -,0, -, -,0,2,1,3,05 苗栗縣,1 一般
32,國立聯合大學,2122005,文化創意與數位行銷學系,P 進,B 學士,134,68,66,16,8,24,16,20,36,12,17,29,18,18,36, -, -,0, -, -,0, -, -,0,6,3,9,05 苗栗縣,1 一般
32,國立聯合大學,2123006,工業設計學系,D 日,M 碩士,9,4,5,1,3,4,1,2,3,1, -,1,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,2123006,工業設計學系,D 日,B 學士,147,73,74,15,22,37,19,14,33,16,19,35,18,16,34, -, -,0, -, -,0, -, -,0,5,3,8,05 苗栗縣,1 一般
32,國立聯合大學,2123006,工業設計學系,P 進,B 學士,47,24,23,6,5,11,4,7,11,6,4,10,7,5,12, -, -,0, -, -,0, -, -,0,1,2,3,05 苗栗縣,1 一般
32,國立聯合大學,2123044,原住民學士學位學程專班,D 日,B 學士,44,19,25,6,6,12,3,2,5,4,6,10,4,6,10, -, -,0, -, -,0, -, -,0,2,5,7,05 苗栗縣,1 一般
32,國立聯合大學,2321001,臺灣語文與傳播學系,D 日,M 碩士,14,3,11,2,1,3, -,3,3, -,6,6,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,2321001,臺灣語文與傳播學系,D 日,B 學士,146,39,107,7,28,35,11,25,36,10,30,40,11,22,33, -, -,0, -, -,0, -, -,0, -,2,2,05 苗栗縣,1 一般
32,國立聯合大學,2321004,客家語言與傳播研究所,D 日,M 碩士,37,13,24,3,9,12,4,8,12,4,6,10,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,2323002,華語文學系,D 日,B 學士,170,45,125,9,26,35,10,33,43,7,34,41,17,28,45, -, -,0, -, -,0, -, -,0,2,4,6,05 苗栗縣,1 一般
32,國立聯合大學,4121014,財務金融學系,D 日,B 學士,206,96,110,18,28,46,24,28,52,28,25,53,20,27,47, -, -,0, -, -,0, -, -,0,6,2,8,05 苗栗縣,1 一般
32,國立聯合大學,4121014,財務金融學系,P 進,B 學士,30,19,11, -, -,0, -, -,0,4,4,8,5,7,12, -, -,0, -, -,0, -, -,0,10, -,10,05 苗栗縣,1 一般
32,國立聯合大學,4131011,經營管理學系,D 日,M 碩士,18,6,12,4,10,14,1,2,3,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,4131011,經營管理學系,D 日,B 學士,568,230,338,58,79,137,52,82,134,49,93,142,61,81,142, -, -,0, -, -,0, -, -,0,10,3,13,05 苗栗縣,1 一般
32,國立聯合大學,4131011,經營管理學系,P 進,B 學士,170,84,86,18,26,44,21,22,43,23,13,36,17,18,35, -, -,0, -, -,0, -, -,0,5,7,12,05 苗栗縣,1 一般
32,國立聯合大學,4131012,管理碩士在職學位學程,N 職,M 碩士,43,22,21,10,13,23,11,8,19, -, -,0,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,6131016,資訊管理學系,D 日,M 碩士,20,10,10,6,5,11,2,4,6,1, -,1,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,6131016,資訊管理學系,D 日,B 學士,359,226,133,57,38,95,56,28,84,52,38,90,52,27,79, -, -,0, -, -,0, -, -,0,9,2,11,05 苗栗縣,1 一般
32,國立聯合大學,6131020,資訊工程學系,D 日,M 碩士,16,16, -,6, -,6,6, -,6,3, -,3,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,6131020,資訊工程學系,D 日,B 學士,190,154,36,39,8,47,41,8,49,37,8,45,28,12,40, -, -,0, -, -,0, -, -,0,9, -,9,05 苗栗縣,1 一般
32,國立聯合大學,6131020,資訊工程學系,P 進,B 學士,133,126,7,32,4,36,37,1,38,22,1,23,27,1,28, -, -,0, -, -,0, -, -,0,8, -,8,05 苗栗縣,1 一般
32,國立聯合大學,7111028,化學工程學系,D 日,M 碩士,34,24,10,7,9,16,17,1,18, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7111028,化學工程學系,D 日,B 學士,346,233,113,61,24,85,64,27,91,49,29,78,53,32,85, -, -,0, -, -,0, -, -,0,6,1,7,05 苗栗縣,1 一般
32,國立聯合大學,7111028,化學工程學系,P 進,B 學士,81,64,17,15,4,19,11,4,15,11,5,16,25,4,29, -, -,0, -, -,0, -, -,0,2, -,2,05 苗栗縣,1 一般
32,國立聯合大學,7111043,工程科技轉譯醫學國際碩士學位學程,D 日,M 碩士,1,1, -, -, -,0,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7112029,材料科學工程學系,D 日,M 碩士,26,20,6,8,5,13,7,1,8,5, -,5, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7112029,材料科學工程學系,D 日,B 學士,182,140,42,35,12,47,32,16,48,36,5,41,31,9,40, -, -,0, -, -,0, -, -,0,6, -,6,05 苗栗縣,1 一般
32,國立聯合大學,7112030,材料與化學工程博士學位學程,D 日,D 博士,18,15,3,1,2,3,4, -,4,2,1,3,3, -,3,1, -,1,2, -,2,2, -,2, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7121034,環境與安全衛生工程學系,D 日,M 碩士,19,10,9,6,3,9,3,5,8,1, -,1, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7121034,環境與安全衛生工程學系,D 日,B 學士,343,255,88,50,15,65,70,26,96,63,20,83,58,25,83, -, -,0, -, -,0, -, -,0,14,2,16,05 苗栗縣,1 一般
32,國立聯合大學,7132035,能源工程學系,D 日,M 碩士,21,17,4,9,2,11,6,1,7,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7132035,能源工程學系,D 日,B 學士,135,117,18,29,4,33,30,6,36,26,5,31,29,3,32, -, -,0, -, -,0, -, -,0,3, -,3,05 苗栗縣,1 一般
32,國立聯合大學,7141017,電機工程學系,D 日,M 碩士,63,56,7,19, -,19,22,5,27,11,2,13,4, -,4, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7141017,電機工程學系,D 日,B 學士,730,677,53,167,13,180,169,18,187,162,13,175,136,8,144, -, -,0, -, -,0, -, -,0,43,1,44,05 苗栗縣,1 一般
32,國立聯合大學,7141018,電子工程學系,D 日,M 碩士,36,32,4,16,2,18,14,2,16, -, -,0,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7141018,電子工程學系,D 日,B 學士,740,639,101,169,22,191,169,26,195,137,31,168,143,21,164, -, -,0, -, -,0, -, -,0,21,1,22,05 苗栗縣,1 一般
32,國立聯合大學,7141019,光電工程學系,D 日,M 碩士,33,30,3,14,2,16,10,1,11,3, -,3,3, -,3, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7141019,光電工程學系,D 日,B 學士,346,305,41,84,12,96,76,12,88,68,12,80,71,5,76, -, -,0, -, -,0, -, -,0,6, -,6,05 苗栗縣,1 一般
32,國立聯合大學,7151025,機械工程學系,D 日,M 碩士,38,33,5,13,1,14,13,2,15,5,1,6,1,1,2, -, -,0,1, -,1, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7151025,機械工程學系,D 日,B 學士,715,636,79,168,19,187,157,25,182,153,20,173,145,15,160, -, -,0, -, -,0, -, -,0,13, -,13,05 苗栗縣,1 一般
32,國立聯合大學,7151025,機械工程學系,P 進,B 學士,204,195,9,85,8,93,38, -,38,24, -,24,30, -,30, -, -,0, -, -,0, -, -,0,18,1,19,05 苗栗縣,1 一般
32,國立聯合大學,7311040,建築學系,D 日,M 碩士,11,4,7, -,1,1, -,1,1,3,3,6,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7311040,建築學系,D 日,B 學士,204,104,100,27,20,47,19,25,44,16,26,42,18,11,29,18,15,33, -, -,0, -, -,0,6,3,9,05 苗栗縣,1 一般
32,國立聯合大學,7311040,建築學系室內設計進修學士班,P 進,B 學士,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,2,2,05 苗栗縣,1 一般
32,國立聯合大學,7321027,土木與防災工程學系,D 日,M 碩士,17,11,6,1,2,3,5,3,8,1,1,2,4, -,4, -, -,0, -, -,0, -, -,0, -, -,0,05 苗栗縣,1 一般
32,國立聯合大學,7321027,土木與防災工程學系,D 日,B 學士,190,144,46,29,8,37,37,14,51,38,7,45,34,17,51, -, -,0, -, -,0, -, -,0,6, -,6,05 苗栗縣,1 一般
32,國立聯合大學,7321027,土木與防災工程學系,P 進,B 學士,125,115,10,32,3,35,25,2,27,22,3,25,18,2,20, -, -,0, -, -,0, -, -,0,18, -,18,05 苗栗縣,1 一般
32,國立聯合大學,10151042,文化觀光產業學系,D 日,B 學士,171,74,97,17,26,43,17,27,44,21,20,41,15,24,39, -, -,0, -, -,0, -, -,0,4, -,4,05 苗栗縣,1 一般
32,國立聯合大學,10151042,文化觀光產業學系,P 進,B 學士,127,56,71,19,14,33,17,18,35,6,12,18,11,24,35, -, -,0, -, -,0, -, -,0,3,3,6,05 苗栗縣,1 一般
33,國立虎尾科技大學,2112002,多媒體設計系數位內容創意產業碩士班,D 日,M 碩士,39,23,16,9,7,16,4,5,9,7,3,10,3,1,4, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,2112002,多媒體設計系,D 日,B 四技,239,119,120,30,31,61,26,29,55,29,31,60,31,27,58, -, -,0, -, -,0, -, -,0,3,2,5,09 雲林縣,2 技職
33,國立虎尾科技大學,2112002,多媒體設計系,D 日,C 二技,71,28,43, -, -,0, -, -,0,16,21,37,12,21,33, -, -,0, -, -,0, -, -,0, -,1,1,09 雲林縣,2 技職
33,國立虎尾科技大學,2112002,多媒體設計系,N 修,B 四技,173,73,100,16,23,39,23,20,43,16,25,41,18,27,45, -, -,0, -, -,0, -, -,0, -,5,5,09 雲林縣,2 技職
33,國立虎尾科技大學,2311001,應用外語系,D 日,B 四技,383,120,263,34,58,92,35,64,99,25,71,96,22,69,91, -, -,0, -, -,0, -, -,0,4,1,5,09 雲林縣,2 技職
33,國立虎尾科技大學,2311001,應用外語系,N 修,B 四技,24,8,16,8,16,24, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,2311001,應用外語系,N 修,C 二技,10,4,6, -, -,0, -, -,0, -, -,0,4,6,10, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,4121005,財務金融系碩士班,D 日,M 碩士,26,9,17,3,8,11,2,8,10,3,1,4,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,4121005,財務金融系,D 日,B 四技,230,80,150,27,29,56,15,41,56,17,43,60,21,33,54, -, -,0, -, -,0, -, -,0, -,4,4,09 雲林縣,2 技職
33,國立虎尾科技大學,4121005,財務金融系,N 修,B 四技,200,82,118,26,25,51,19,28,47,14,33,47,16,27,43, -, -,0, -, -,0, -, -,0,7,5,12,09 雲林縣,2 技職
33,國立虎尾科技大學,4121005,財務金融系,N 修,C 二技,45,25,20, -, -,0, -, -,0,16,10,26,9,9,18, -, -,0, -, -,0, -, -,0, -,1,1,09 雲林縣,2 技職
33,國立虎尾科技大學,4131003,企業管理系經營管理碩士班,D 日,M 碩士,27,8,19,6,11,17,1,3,4, -,4,4,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,4131003,企業管理系,D 日,B 四技,391,103,288,29,61,90,21,67,88,26,76,102,24,79,103, -, -,0, -, -,0, -, -,0,3,5,8,09 雲林縣,2 技職
33,國立虎尾科技大學,4131003,企業管理系經營管理碩士在職專班,N 職,M 碩士,27,12,15,4,7,11,4,6,10,2,1,3,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,4131003,企業管理系,N 修,C 二技,53,30,23, -, -,0, -, -,0,15,13,28,14,10,24, -, -,0, -, -,0, -, -,0,1, -,1,09 雲林縣,2 技職
33,國立虎尾科技大學,5121007,生物科技系碩士班,D 日,M 碩士,38,17,21,9,13,22,7,4,11,1,3,4, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,5121007,生物科技系_智慧生物科技技優領航專班,D 日,B 四技,36,20,16,6,11,17,14,5,19, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,5121007,生物科技系,D 日,B 四技,258,137,121,28,22,50,33,37,70,41,27,68,31,33,64, -, -,0, -, -,0, -, -,0,4,2,6,09 雲林縣,2 技職
33,國立虎尾科技大學,5121007,生物科技系碩士在職專班,N 職,M 碩士,24,15,9,3,6,9,7,1,8,1, -,1,3,1,4,1,1,2, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,6131008,資訊管理系碩士班,D 日,M 碩士,51,36,15,22,8,30,8,5,13,4,2,6,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,6131008,資訊管理系_大數據智慧應用技優領航專班,D 日,B 四技,41,22,19,12,6,18,10,13,23, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,6131008,資訊管理系,D 日,B 四技,209,163,46,39,12,51,38,11,49,43,12,55,36,10,46, -, -,0, -, -,0, -, -,0,7,1,8,09 雲林縣,2 技職
33,國立虎尾科技大學,6131008,資訊管理系碩士在職專班,N 職,M 碩士,10,8,2,3,1,4,4,1,5,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,6131008,資訊管理系,N 修,B 四技,199,110,89,23,22,45,29,25,54,31,16,47,23,20,43, -, -,0, -, -,0, -, -,0,4,6,10,09 雲林縣,2 技職
33,國立虎尾科技大學,6131013,資訊工程系碩士班,D 日,M 碩士,68,62,6,26,4,30,28,1,29,7, -,7,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,6131013,資訊工程系,D 日,B 四技,449,406,43,104,14,118,103,9,112,95,10,105,81,9,90, -, -,0, -, -,0, -, -,0,23,1,24,09 雲林縣,2 技職
33,國立虎尾科技大學,6131013,資訊工程科,D 日,5 五專,122,101,21,34,8,42,34,6,40,33,7,40, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7112025,材料科學與工程系材料科學與綠色能源工程碩士班,D 日,M 碩士,53,46,7,21,4,25,23,3,26,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7112025,材料科學與工程系,D 日,B 四技,426,357,69,85,23,108,94,17,111,78,13,91,85,15,100, -, -,0, -, -,0, -, -,0,15,1,16,09 雲林縣,2 技職
33,國立虎尾科技大學,7112025,材料科學與工程系材料科學與綠色能源工程碩士在職專班,N 職,M 碩士,12,10,2, -, -,0,5, -,5,2, -,2,2, -,2,1,1,2, -,1,1, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7141009,電機工程系碩士班,D 日,M 碩士,113,111,2,47,1,48,48,1,49,14, -,14,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7141009,電機工程系,D 日,B 四技,434,415,19,99,6,105,113,7,120,102,4,106,96,2,98, -, -,0, -, -,0, -, -,0,5, -,5,09 雲林縣,2 技職
33,國立虎尾科技大學,7141009,電機工程系,D 日,C 二技,97,94,3, -, -,0, -, -,0,42,1,43,47,2,49, -, -,0, -, -,0, -, -,0,5, -,5,09 雲林縣,2 技職
33,國立虎尾科技大學,7141009,電機工程系碩士在職專班,N 職,M 碩士,18,17,1,7, -,7,4,1,5,6, -,6, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7141009,電機工程系,N 修,B 四技,373,358,15,81,7,88,76,3,79,96,3,99,92,2,94, -, -,0, -, -,0, -, -,0,13, -,13,09 雲林縣,2 技職
33,國立虎尾科技大學,7141010,電子工程系碩士班,D 日,M 碩士,72,69,3,31,2,33,32,1,33,5, -,5,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7141010,電子工程系,D 日,B 四技,225,204,21,50,3,53,58,2,60,49,8,57,45,8,53, -, -,0, -, -,0, -, -,0,2, -,2,09 雲林縣,2 技職
33,國立虎尾科技大學,7141010,電子工程系,D 日,C 二技,79,70,9, -, -,0, -, -,0,36,7,43,32,2,34, -, -,0, -, -,0, -, -,0,2, -,2,09 雲林縣,2 技職
33,國立虎尾科技大學,7141010,電子工程科,D 日,2 二專,70,69,1,31,1,32,33, -,33, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,5, -,5,09 雲林縣,2 技職
33,國立虎尾科技大學,7141010,電子工程系,N 修,B 四技,87,83,4,15, -,15,26, -,26,14, -,14,21,4,25, -, -,0, -, -,0, -, -,0,7, -,7,09 雲林縣,2 技職
33,國立虎尾科技大學,7141011,光電工程系光電與材料科技博士班,D 日,D 博士,20,17,3,2,2,4,2, -,2,1,1,2,3, -,3,5, -,5,3, -,3,1, -,1, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7141011,光電工程系光電與材料科技碩士班,D 日,M 碩士,90,81,9,35,5,40,44,4,48,1, -,1,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7141011,光電工程系,D 日,B 四技,443,418,25,106,7,113,101,6,107,103,10,113,93,2,95, -, -,0, -, -,0, -, -,0,15, -,15,09 雲林縣,2 技職
33,國立虎尾科技大學,7141011,光電工程系光電與材料科技碩士在職專班,N 職,M 碩士,10,9,1,4,1,5,4, -,4,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
33,國立虎尾科技大學,7141011,光電工程系,N 修,B 四技,31,31, -,16, -,16,15, -,15, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,09 雲林縣,2 技職
